Edge,Weight,Node_u_label,Node_v_label,Source_id,Target_id
1443408784530807454011493104434508352261197687017-1211179840315814102050366698863412564375406693168,3082.0,psh_flag_number <= 0.26,ack_count <= 10.5,1443408784530807454011493104434508352261197687017,1211179840315814102050366698863412564375406693168
1318493838278240466377205066012770314744188920263-1148374734560588385688644899927068439511312820095,3144.0,Rate > 1355.55,ack_count > 3.5,1318493838278240466377205066012770314744188920263,1148374734560588385688644899927068439511312820095
1318493838278240466377205066012770314744188920263-1039268936451367663632860312739660554909116889619,19906.0,Rate > 1355.55,ack_count <= 3.5,1318493838278240466377205066012770314744188920263,1039268936451367663632860312739660554909116889619
1148374734560588385688644899927068439511312820095-750715658610681918071823783281475990499573374711,3144.0,ack_count > 3.5,Header_Length <= 24.74,1148374734560588385688644899927068439511312820095,750715658610681918071823783281475990499573374711
750715658610681918071823783281475990499573374711-1062534171911505039908694785573498526808904210827,3144.0,Header_Length <= 24.74,Tot sum > 5878.0,750715658610681918071823783281475990499573374711,1062534171911505039908694785573498526808904210827
1062534171911505039908694785573498526808904210827-36624958289464548099323262086305134770053121598,3144.0,Tot sum > 5878.0,Time_To_Live <= 78.17,1062534171911505039908694785573498526808904210827,36624958289464548099323262086305134770053121598
36624958289464548099323262086305134770053121598-86878835192610735389778643883234450463265321706,3144.0,Time_To_Live <= 78.17,Tot size <= 985.99,36624958289464548099323262086305134770053121598,86878835192610735389778643883234450463265321706
86878835192610735389778643883234450463265321706-1342518191469937762923262513380857591886183571049,3144.0,Tot size <= 985.99,Std <= 667.95,86878835192610735389778643883234450463265321706,1342518191469937762923262513380857591886183571049
1342518191469937762923262513380857591886183571049-166894311956269608002512327041411332076577752833,3144.0,Std <= 667.95,Variance <= 372531.17,1342518191469937762923262513380857591886183571049,166894311956269608002512327041411332076577752833
166894311956269608002512327041411332076577752833-703354571316526670705826685636552632944029910339,3144.0,Variance <= 372531.17,Class DoS/DDoS,166894311956269608002512327041411332076577752833,703354571316526670705826685636552632944029910339
506523410093399856950676228462350948269604701352-1240109455169276991964195549603100205343920124650,3196.0,Rate <= 240.87,rst_flag_number <= 0.05,506523410093399856950676228462350948269604701352,1240109455169276991964195549603100205343920124650
640622367002324962573331379986077387627350883759-450732185867019503557253938593748687470332854114,3196.0,Header_Length > 9.8,fin_flag_number <= 0.05,640622367002324962573331379986077387627350883759,450732185867019503557253938593748687470332854114
1107962566984981584164276445501195726979424753061-1241045048677361136577950123348728108935815268443,3196.0,UDP <= 0.85,Tot size <= 266.5,1107962566984981584164276445501195726979424753061,1241045048677361136577950123348728108935815268443
1241045048677361136577950123348728108935815268443-879266922460690374232116611985104141275645924147,3196.0,Tot size <= 266.5,AVG > 64.35,1241045048677361136577950123348728108935815268443,879266922460690374232116611985104141275645924147
879266922460690374232116611985104141275645924147-556092270317629925150923924076204117359349390275,3196.0,AVG > 64.35,AVG <= 458.2,879266922460690374232116611985104141275645924147,556092270317629925150923924076204117359349390275
556092270317629925150923924076204117359349390275-1065678358868830613118634470078609803156730625463,3196.0,AVG <= 458.2,Min > 59.0,556092270317629925150923924076204117359349390275,1065678358868830613118634470078609803156730625463
548457630762247645813412579056652155648214399551-313966293707852304271238602452879935845810138389,3196.0,HTTPS <= 0.55,Class Benign,548457630762247645813412579056652155648214399551,313966293707852304271238602452879935845810138389
444791086211730916272239923741044123035707850091-797610753350974897814736785778043014385684562947,3266.0,Time_To_Live <= 221.25,Time_To_Live > 61.95,444791086211730916272239923741044123035707850091,797610753350974897814736785778043014385684562947
536612352203444219941520255017816880726320196521-1109891862553880570870087005248412160592323073197,3266.0,Rate <= 3729.12,fin_flag_number <= 0.15,536612352203444219941520255017816880726320196521,1109891862553880570870087005248412160592323073197
1109891862553880570870087005248412160592323073197-287706430603178195962515513166763322582899449909,3266.0,fin_flag_number <= 0.15,psh_flag_number <= 0.35,1109891862553880570870087005248412160592323073197,287706430603178195962515513166763322582899449909
750231297996923997242439424236313561011736078496-787587498094420844059893172129906091894471566758,3266.0,Max > 1511.0,Tot sum > 3520.0,750231297996923997242439424236313561011736078496,787587498094420844059893172129906091894471566758
787587498094420844059893172129906091894471566758-674196853837619115087533412010134527129516958514,3266.0,Tot sum > 3520.0,IAT > 0.0,787587498094420844059893172129906091894471566758,674196853837619115087533412010134527129516958514
851172426444758081805882780132578406878799820184-480444894448734478336407594292655332020214443346,3378.0,AVG > 499.45,Time_To_Live > 62.25,851172426444758081805882780132578406878799820184,480444894448734478336407594292655332020214443346
480444894448734478336407594292655332020214443346-674196853837619115087533412010134527129516958514,3378.0,Time_To_Live > 62.25,IAT > 0.0,480444894448734478336407594292655332020214443346,674196853837619115087533412010134527129516958514
1011208414435707529345775831254676804108612927017-1422048007536021465387005774963801659724276283989,3378.0,AVG <= 2074.3,Number <= 18.0,1011208414435707529345775831254676804108612927017,1422048007536021465387005774963801659724276283989
1422048007536021465387005774963801659724276283989-280541201996830105921788891544189229414914893639,3378.0,Number <= 18.0,Variance > 396943.52,1422048007536021465387005774963801659724276283989,280541201996830105921788891544189229414914893639
280541201996830105921788891544189229414914893639-1361653232660995247225098458485078879598815803506,3378.0,Variance > 396943.52,Max > 1513.0,280541201996830105921788891544189229414914893639,1361653232660995247225098458485078879598815803506
722324590764736192333694774638005755189324671827-125996128077238319553760239803857056277001115420,3555.0,Tot sum > 35426.0,Std <= 1985.01,722324590764736192333694774638005755189324671827,125996128077238319553760239803857056277001115420
125996128077238319553760239803857056277001115420-355249126926666873204661139437831492057184788591,3555.0,Std <= 1985.01,Std <= 1032.24,125996128077238319553760239803857056277001115420,355249126926666873204661139437831492057184788591
355249126926666873204661139437831492057184788591-703354571316526670705826685636552632944029910339,3555.0,Std <= 1032.24,Class DoS/DDoS,355249126926666873204661139437831492057184788591,703354571316526670705826685636552632944029910339
54740740771356227275522432144612129784905455487-890119504645636842306548231927299309037545655088,3566.0,ack_flag_number > 0.39,Variance <= 574705.44,54740740771356227275522432144612129784905455487,890119504645636842306548231927299309037545655088
890119504645636842306548231927299309037545655088-674196853837619115087533412010134527129516958514,3566.0,Variance <= 574705.44,IAT > 0.0,890119504645636842306548231927299309037545655088,674196853837619115087533412010134527129516958514
208684570419164485895332832501367733238966769160-833309946493601400073896666621678595832587445315,3676.0,Header_Length <= 11.88,UDP > 0.58,208684570419164485895332832501367733238966769160,833309946493601400073896666621678595832587445315
208684570419164485895332832501367733238966769160-169785108169009958364060615379062928148012989424,9002.0,Header_Length <= 11.88,UDP <= 0.58,208684570419164485895332832501367733238966769160,169785108169009958364060615379062928148012989424
833309946493601400073896666621678595832587445315-253073028212269479547431695579629254221260745352,3676.0,UDP > 0.58,UDP <= 1.0,833309946493601400073896666621678595832587445315,253073028212269479547431695579629254221260745352
253073028212269479547431695579629254221260745352-842479784107547652941848003352668766054772120007,3676.0,UDP <= 1.0,Std <= 222.26,253073028212269479547431695579629254221260745352,842479784107547652941848003352668766054772120007
253073028212269479547431695579629254221260745352-240432388360939171694781277912371607478304293723,12078.0,UDP <= 1.0,Number > 11.5,253073028212269479547431695579629254221260745352,240432388360939171694781277912371607478304293723
842479784107547652941848003352668766054772120007-1327206516476610967058765188076591807606724495915,3676.0,Std <= 222.26,DNS <= 0.09,842479784107547652941848003352668766054772120007,1327206516476610967058765188076591807606724495915
1327206516476610967058765188076591807606724495915-1211779019603258000957243660708019163554054981716,3676.0,DNS <= 0.09,IAT <= 0.01,1327206516476610967058765188076591807606724495915,1211779019603258000957243660708019163554054981716
525033459985603071059454004586368716056114286579-1441998074012024563725737147226929701163051738616,7830.0,Min > 57.0,Number > 55.0,525033459985603071059454004586368716056114286579,1441998074012024563725737147226929701163051738616
525033459985603071059454004586368716056114286579-240432388360939171694781277912371607478304293723,8523.0,Min > 57.0,Number > 11.5,525033459985603071059454004586368716056114286579,240432388360939171694781277912371607478304293723
283764534524763299334854818536642510251537977387-703354571316526670705826685636552632944029910339,3676.0,Std <= 12.13,Class DoS/DDoS,283764534524763299334854818536642510251537977387,703354571316526670705826685636552632944029910339
460799070582671976303251392029561228530909168980-560272444880348369899404688872655100551086879065,3728.0,Std <= 755.98,UDP <= 0.55,460799070582671976303251392029561228530909168980,560272444880348369899404688872655100551086879065
288962697968753331165993254338939671802058239314-794821667500053655150969924307629105748926585447,4109.0,Tot sum <= 14232.0,Std <= 605.79,288962697968753331165993254338939671802058239314,794821667500053655150969924307629105748926585447
794821667500053655150969924307629105748926585447-1115682839386467005613863071740969176767863781991,4109.0,Std <= 605.79,Std <= 250.07,794821667500053655150969924307629105748926585447,1115682839386467005613863071740969176767863781991
1115682839386467005613863071740969176767863781991-328841072803826724837110389485312510194016552872,4109.0,Std <= 250.07,Class Spoofing,1115682839386467005613863071740969176767863781991,328841072803826724837110389485312510194016552872
169785108169009958364060615379062928148012989424-1172358098904527448374252329916237069637277488586,4154.0,UDP <= 0.58,Std <= 90.03,169785108169009958364060615379062928148012989424,1172358098904527448374252329916237069637277488586
169785108169009958364060615379062928148012989424-1312315897727878441378115642902215916781317521321,4848.0,UDP <= 0.58,Std > 90.03,169785108169009958364060615379062928148012989424,1312315897727878441378115642902215916781317521321
1172358098904527448374252329916237069637277488586-525033459985603071059454004586368716056114286579,4154.0,Std <= 90.03,Min > 57.0,1172358098904527448374252329916237069637277488586,525033459985603071059454004586368716056114286579
1324371470327791779098880434634111243200462776602-703354571316526670705826685636552632944029910339,4154.0,ack_count <= 0.5,Class DoS/DDoS,1324371470327791779098880434634111243200462776602,703354571316526670705826685636552632944029910339
1324371470327791779098880434634111243200462776602-626798074334538041087755234039547347804107580426,8188.0,ack_count <= 0.5,Rate > 2316.01,1324371470327791779098880434634111243200462776602,626798074334538041087755234039547347804107580426
1324371470327791779098880434634111243200462776602-935368900367045303396006419119921256298114482995,8237.0,ack_count <= 0.5,Time_To_Live > 62.6,1324371470327791779098880434634111243200462776602,935368900367045303396006419119921256298114482995
1404068155286408143823987806082408094255316813901-1376634548742164969356006375947159510816243110280,4246.0,HTTPS <= 0.11,TCP <= 0.35,1404068155286408143823987806082408094255316813901,1376634548742164969356006375947159510816243110280
1404068155286408143823987806082408094255316813901-1389102515941023894885110939789391197150731644612,5806.0,HTTPS <= 0.11,TCP > 0.35,1404068155286408143823987806082408094255316813901,1389102515941023894885110939789391197150731644612
1109307915479772492230693105897794416028184701012-936475851095496409784000222401091129542592958474,4358.0,IPv > 0.81,Max > 803.5,1109307915479772492230693105897794416028184701012,936475851095496409784000222401091129542592958474
1109307915479772492230693105897794416028184701012-991077255200765236987696860251901756883563763549,18844.0,IPv > 0.81,Max <= 803.5,1109307915479772492230693105897794416028184701012,991077255200765236987696860251901756883563763549
936475851095496409784000222401091129542592958474-904090736423641079283040975160202066293997915027,4358.0,Max > 803.5,Variance > 322767.88,936475851095496409784000222401091129542592958474,904090736423641079283040975160202066293997915027
904090736423641079283040975160202066293997915027-989488082182082875042633887578890713818719295651,4358.0,Variance > 322767.88,Std <= 626.26,904090736423641079283040975160202066293997915027,989488082182082875042633887578890713818719295651
266740630840317329171528273647945793974448548576-297711530331782528804436213478149167029893383186,4451.0,Variance <= 396943.52,HTTPS <= 0.2,266740630840317329171528273647945793974448548576,297711530331782528804436213478149167029893383186
297711530331782528804436213478149167029893383186-494358679614839600690720791797676443032204335761,4451.0,HTTPS <= 0.2,Header_Length <= 22.1,297711530331782528804436213478149167029893383186,494358679614839600690720791797676443032204335761
494358679614839600690720791797676443032204335761-1292811525283570822709640436693746544342173587717,4451.0,Header_Length <= 22.1,Rate > 47.19,494358679614839600690720791797676443032204335761,1292811525283570822709640436693746544342173587717
1245406723190135219943199717374607889961516359156-1419168125538624078599657756977532058827999042450,4474.0,Number > 11.0,ARP > 0.0,1245406723190135219943199717374607889961516359156,1419168125538624078599657756977532058827999042450
1245406723190135219943199717374607889961516359156-703354571316526670705826685636552632944029910339,8237.0,Number > 11.0,Class DoS/DDoS,1245406723190135219943199717374607889961516359156,703354571316526670705826685636552632944029910339
1245406723190135219943199717374607889961516359156-208797973962340694904605892894863341665156159963,20536.0,Number > 11.0,ARP <= 0.0,1245406723190135219943199717374607889961516359156,208797973962340694904605892894863341665156159963
1245406723190135219943199717374607889961516359156-915934335915084089623335188256102403558618268605,21376.0,Number > 11.0,LLC > 0.86,1245406723190135219943199717374607889961516359156,915934335915084089623335188256102403558618268605
1245406723190135219943199717374607889961516359156-381769665212252081230293747969820041211648327914,21904.0,Number > 11.0,Rate > 91.99,1245406723190135219943199717374607889961516359156,381769665212252081230293747969820041211648327914
1245406723190135219943199717374607889961516359156-667429767284158547254199917470297407896432065842,27034.0,Number > 11.0,IRC <= 0.0,1245406723190135219943199717374607889961516359156,667429767284158547254199917470297407896432065842
178770328222626990939801532630396996345334714737-1144197040251997211190350465913788187543239067957,4474.0,Rate > 869.07,syn_count > 0.5,178770328222626990939801532630396996345334714737,1144197040251997211190350465913788187543239067957
178770328222626990939801532630396996345334714737-444903398511190255204347034984188376704789605296,10087.0,Rate > 869.07,syn_count <= 0.5,178770328222626990939801532630396996345334714737,444903398511190255204347034984188376704789605296
1216489113853753915604628974778656984209918368728-1424688532515866046171614830311112795329768338746,4735.0,Std <= 4.43,Protocol Type > 11.5,1216489113853753915604628974778656984209918368728,1424688532515866046171614830311112795329768338746
1216489113853753915604628974778656984209918368728-818077061849896056661990455555440447663154144039,10049.0,Std <= 4.43,Protocol Type <= 11.5,1216489113853753915604628974778656984209918368728,818077061849896056661990455555440447663154144039
1312315897727878441378115642902215916781317521321-1036018034959656270570200180854457735414304275681,4848.0,Std > 90.03,Number > 21.5,1312315897727878441378115642902215916781317521321,1036018034959656270570200180854457735414304275681
1036018034959656270570200180854457735414304275681-703354571316526670705826685636552632944029910339,4848.0,Number > 21.5,Class DoS/DDoS,1036018034959656270570200180854457735414304275681,703354571316526670705826685636552632944029910339
1220766635983168857953194327455980387076212473266-703354571316526670705826685636552632944029910339,5013.0,syn_flag_number > 0.0,Class DoS/DDoS,1220766635983168857953194327455980387076212473266,703354571316526670705826685636552632944029910339
1305131285784390864871095629393467166513977487406-1067319981965712872034330218970832335074422150196,5031.0,AVG > 599.41,Number > 10.5,1305131285784390864871095629393467166513977487406,1067319981965712872034330218970832335074422150196
22296661685532604903372749796856100047246562640-703354571316526670705826685636552632944029910339,5270.0,Tot sum > 15003.0,Class DoS/DDoS,22296661685532604903372749796856100047246562640,703354571316526670705826685636552632944029910339
1264051081729598176640443974598654340820920494284-703354571316526670705826685636552632944029910339,5291.0,Tot sum > 14232.0,Class DoS/DDoS,1264051081729598176640443974598654340820920494284,703354571316526670705826685636552632944029910339
1134478022427460238394908820842039118972553949667-704445618733285572103051451627920443491295653839,5321.0,Header_Length <= 7.98,Tot sum > 8559.0,1134478022427460238394908820842039118972553949667,704445618733285572103051451627920443491295653839
704445618733285572103051451627920443491295653839-703354571316526670705826685636552632944029910339,5321.0,Tot sum > 8559.0,Class DoS/DDoS,704445618733285572103051451627920443491295653839,703354571316526670705826685636552632944029910339
69835040025580699091582929884945651255745658196-1231497703296121074389186347585707657251325382494,5419.0,UDP <= 0.97,Variance <= 1.03,69835040025580699091582929884945651255745658196,1231497703296121074389186347585707657251325382494
1231497703296121074389186347585707657251325382494-703354571316526670705826685636552632944029910339,5419.0,Variance <= 1.03,Class DoS/DDoS,1231497703296121074389186347585707657251325382494,703354571316526670705826685636552632944029910339
870159635553521972749932994033067496367964670111-1211779019603258000957243660708019163554054981716,5426.0,Time_To_Live > 63.45,IAT <= 0.01,870159635553521972749932994033067496367964670111,1211779019603258000957243660708019163554054981716
1389102515941023894885110939789391197150731644612-1264576668640158638805959450082356730802328390639,5806.0,TCP > 0.35,Time_To_Live > 49.1,1389102515941023894885110939789391197150731644612,1264576668640158638805959450082356730802328390639
1264576668640158638805959450082356730802328390639-1441998074012024563725737147226929701163051738616,5806.0,Time_To_Live > 49.1,Number > 55.0,1264576668640158638805959450082356730802328390639,1441998074012024563725737147226929701163051738616
240432388360939171694781277912371607478304293723-737627493677955186747450508205653664810130445388,6056.0,Number > 11.5,Variance > 0.02,240432388360939171694781277912371607478304293723,737627493677955186747450508205653664810130445388
240432388360939171694781277912371607478304293723-146383932459656317567181771630520457828204116692,13317.0,Number > 11.5,Variance <= 0.02,240432388360939171694781277912371607478304293723,146383932459656317567181771630520457828204116692
240432388360939171694781277912371607478304293723-703354571316526670705826685636552632944029910339,20601.0,Number > 11.5,Class DoS/DDoS,240432388360939171694781277912371607478304293723,703354571316526670705826685636552632944029910339
737627493677955186747450508205653664810130445388-703354571316526670705826685636552632944029910339,6056.0,Variance > 0.02,Class DoS/DDoS,737627493677955186747450508205653664810130445388,703354571316526670705826685636552632944029910339
112463115052154748847798171851360218469121395129-1144197040251997211190350465913788187543239067957,6129.0,AVG <= 351.81,syn_count > 0.5,112463115052154748847798171851360218469121395129,1144197040251997211190350465913788187543239067957
112463115052154748847798171851360218469121395129-444903398511190255204347034984188376704789605296,10052.0,AVG <= 351.81,syn_count <= 0.5,112463115052154748847798171851360218469121395129,444903398511190255204347034984188376704789605296
875227399290715743426157651645940707655825087528-703354571316526670705826685636552632944029910339,6129.0,Tot sum > 4822.0,Class DoS/DDoS,875227399290715743426157651645940707655825087528,703354571316526670705826685636552632944029910339
1300458713484834160074531523305281587195861463124-1394414938751630133600879251490207247212425569527,6221.0,IPv > 0.91,ack_count > 1.5,1300458713484834160074531523305281587195861463124,1394414938751630133600879251490207247212425569527
1300458713484834160074531523305281587195861463124-837350019345797083069017098769523350833973862102,19219.0,IPv > 0.91,ack_count <= 1.5,1300458713484834160074531523305281587195861463124,837350019345797083069017098769523350833973862102
1336780167325142884822165751392515518789351968738-703354571316526670705826685636552632944029910339,6341.0,Number > 12.0,Class DoS/DDoS,1336780167325142884822165751392515518789351968738,703354571316526670705826685636552632944029910339
1114833483885943008202034496725391059621261810548-738953110610944697101327621849696099931041673481,6492.0,Min > 56.5,AVG > 63.44,1114833483885943008202034496725391059621261810548,738953110610944697101327621849696099931041673481
1114833483885943008202034496725391059621261810548-1196499593581690841409680359289011637174721238561,13004.0,Min > 56.5,AVG <= 63.44,1114833483885943008202034496725391059621261810548,1196499593581690841409680359289011637174721238561
738953110610944697101327621849696099931041673481-674196853837619115087533412010134527129516958514,6492.0,AVG > 63.44,IAT > 0.0,738953110610944697101327621849696099931041673481,674196853837619115087533412010134527129516958514
1083310673319171210273031182674634355098045505686-351719838132079246673137711173414664727990693919,6492.0,Max > 366.5,IPv <= 1.0,1083310673319171210273031182674634355098045505686,351719838132079246673137711173414664727990693919
351719838132079246673137711173414664727990693919-1441998074012024563725737147226929701163051738616,6492.0,IPv <= 1.0,Number > 55.0,351719838132079246673137711173414664727990693919,1441998074012024563725737147226929701163051738616
837350019345797083069017098769523350833973862102-944163511000872468149254282351031011082291088324,6762.0,ack_count <= 1.5,AVG > 63.4,837350019345797083069017098769523350833973862102,944163511000872468149254282351031011082291088324
837350019345797083069017098769523350833973862102-674875779900185601645763417904528668138102711132,12457.0,ack_count <= 1.5,AVG <= 63.4,837350019345797083069017098769523350833973862102,674875779900185601645763417904528668138102711132
837350019345797083069017098769523350833973862102-387940528080874977707499700504446456900649032785,19373.0,ack_count <= 1.5,ack_flag_number <= 0.06,837350019345797083069017098769523350833973862102,387940528080874977707499700504446456900649032785
837350019345797083069017098769523350833973862102-1114833483885943008202034496725391059621261810548,19496.0,ack_count <= 1.5,Min > 56.5,837350019345797083069017098769523350833973862102,1114833483885943008202034496725391059621261810548
1125215929017646742599533041742513381208535861229-672089498321413807234755498364571982777300352386,7054.0,AVG <= 666.06,Tot sum > 6001.0,1125215929017646742599533041742513381208535861229,672089498321413807234755498364571982777300352386
1125215929017646742599533041742513381208535861229-151444507604518152594472521617972724807284761113,10997.0,AVG <= 666.06,Tot sum <= 6001.0,1125215929017646742599533041742513381208535861229,151444507604518152594472521617972724807284761113
672089498321413807234755498364571982777300352386-703354571316526670705826685636552632944029910339,7054.0,Tot sum > 6001.0,Class DoS/DDoS,672089498321413807234755498364571982777300352386,703354571316526670705826685636552632944029910339
398067670434286439144393088615206949933423905258-1425606424558845704740871636399088910678962814226,7399.0,Tot sum > 26071.0,HTTP <= 0.82,398067670434286439144393088615206949933423905258,1425606424558845704740871636399088910678962814226
1425606424558845704740871636399088910678962814226-703354571316526670705826685636552632944029910339,7399.0,HTTP <= 0.82,Class DoS/DDoS,1425606424558845704740871636399088910678962814226,703354571316526670705826685636552632944029910339
382345008508603652571712327509459978290105352764-1352074734128349562991805735276868127964782893615,7647.0,Tot sum <= 26071.0,Max <= 348.5,382345008508603652571712327509459978290105352764,1352074734128349562991805735276868127964782893615
1352074734128349562991805735276868127964782893615-979397025342863323356478228877266284941962490764,7647.0,Max <= 348.5,Time_To_Live <= 82.45,1352074734128349562991805735276868127964782893615,979397025342863323356478228877266284941962490764
979397025342863323356478228877266284941962490764-4733137617653653137346715796607230065035179847,7647.0,Time_To_Live <= 82.45,Variance <= 226.36,979397025342863323356478228877266284941962490764,4733137617653653137346715796607230065035179847
4733137617653653137346715796607230065035179847-38673335061015056733573013660808876998242654472,7647.0,Variance <= 226.36,Tot size > 59.4,4733137617653653137346715796607230065035179847,38673335061015056733573013660808876998242654472
38673335061015056733573013660808876998242654472-674196853837619115087533412010134527129516958514,7647.0,Tot size > 59.4,IAT > 0.0,38673335061015056733573013660808876998242654472,674196853837619115087533412010134527129516958514
1097156266083003217765660851225381067026127401895-508378631910284752768636948485529392594149440251,7647.0,Tot size <= 60.3,ARP <= 0.5,1097156266083003217765660851225381067026127401895,508378631910284752768636948485529392594149440251
508378631910284752768636948485529392594149440251-566849091796878587518410566640157536089374762223,7647.0,ARP <= 0.5,Time_To_Live > 62.85,508378631910284752768636948485529392594149440251,566849091796878587518410566640157536089374762223
566849091796878587518410566640157536089374762223-271839452148162645987794639296699827389962211028,7647.0,Time_To_Live > 62.85,Rate > 57.68,566849091796878587518410566640157536089374762223,271839452148162645987794639296699827389962211028
271839452148162645987794639296699827389962211028-313966293707852304271238602452879935845810138389,7647.0,Rate > 57.68,Class Benign,271839452148162645987794639296699827389962211028,313966293707852304271238602452879935845810138389
626798074334538041087755234039547347804107580426-756957845169559430742632189045135816707713446262,8188.0,Rate > 2316.01,Time_To_Live > 57.54,626798074334538041087755234039547347804107580426,756957845169559430742632189045135816707713446262
756957845169559430742632189045135816707713446262-538235646755901345835904878641492979084045547010,8188.0,Time_To_Live > 57.54,AVG <= 74.75,756957845169559430742632189045135816707713446262,538235646755901345835904878641492979084045547010
538235646755901345835904878641492979084045547010-674196853837619115087533412010134527129516958514,8188.0,AVG <= 74.75,IAT > 0.0,538235646755901345835904878641492979084045547010,674196853837619115087533412010134527129516958514
935368900367045303396006419119921256298114482995-1245406723190135219943199717374607889961516359156,8237.0,Time_To_Live > 62.6,Number > 11.0,935368900367045303396006419119921256298114482995,1245406723190135219943199717374607889961516359156
300055835468973060813722108799277211115350246183-304606219433483058770762637031152124132977238040,8523.0,ARP <= 0.1,Variance > 16.85,300055835468973060813722108799277211115350246183,304606219433483058770762637031152124132977238040
300055835468973060813722108799277211115350246183-605895374886568556987868220590857892600523236732,12375.0,ARP <= 0.1,Time_To_Live > 59.27,300055835468973060813722108799277211115350246183,605895374886568556987868220590857892600523236732
300055835468973060813722108799277211115350246183-240019841931461733319951309975157696724938261847,16036.0,ARP <= 0.1,Variance <= 16.85,300055835468973060813722108799277211115350246183,240019841931461733319951309975157696724938261847
304606219433483058770762637031152124132977238040-525033459985603071059454004586368716056114286579,8523.0,Variance > 16.85,Min > 57.0,304606219433483058770762637031152124132977238040,525033459985603071059454004586368716056114286579
137751422963072178856572769601519995868130997864-1040394420510017096978360746695810674736693702812,8672.0,AVG > 351.81,AVG <= 1500.4,137751422963072178856572769601519995868130997864,1040394420510017096978360746695810674736693702812
1040394420510017096978360746695810674736693702812-300234240866567870082078429145520800165132986697,8672.0,AVG <= 1500.4,Header_Length <= 14.32,1040394420510017096978360746695810674736693702812,300234240866567870082078429145520800165132986697
300234240866567870082078429145520800165132986697-1373053892578028125128591584518814844029720207924,8672.0,Header_Length <= 14.32,Tot sum > 21652.5,300234240866567870082078429145520800165132986697,1373053892578028125128591584518814844029720207924
1373053892578028125128591584518814844029720207924-72988825123612038016896977355075383732386589131,8672.0,Tot sum > 21652.5,fin_flag_number <= 0.0,1373053892578028125128591584518814844029720207924,72988825123612038016896977355075383732386589131
905819544296855301716224989833827187799626155007-1211779019603258000957243660708019163554054981716,10052.0,Time_To_Live <= 147.4,IAT <= 0.01,905819544296855301716224989833827187799626155007,1211779019603258000957243660708019163554054981716
847468502583258508188253642404047919662167770598-1441998074012024563725737147226929701163051738616,11800.0,Header_Length > 11.88,Number > 55.0,847468502583258508188253642404047919662167770598,1441998074012024563725737147226929701163051738616
178139137722496541699672926315921293167370554290-1423415856153973161933223645538645235042800027787,12078.0,TCP <= 0.1,Time_To_Live > 61.2,178139137722496541699672926315921293167370554290,1423415856153973161933223645538645235042800027787
178139137722496541699672926315921293167370554290-265164409785125000337025115981884796686465554463,12375.0,TCP <= 0.1,Tot sum > 5965.5,178139137722496541699672926315921293167370554290,265164409785125000337025115981884796686465554463
1423415856153973161933223645538645235042800027787-1040372781549012606548812053849029482609610337871,12078.0,Time_To_Live > 61.2,Time_To_Live <= 72.19,1423415856153973161933223645538645235042800027787,1040372781549012606548812053849029482609610337871
1423415856153973161933223645538645235042800027787-787048127316270964323692211227440410420141584501,23202.0,Time_To_Live > 61.2,Variance <= 398961.84,1423415856153973161933223645538645235042800027787,787048127316270964323692211227440410420141584501
1040372781549012606548812053849029482609610337871-253073028212269479547431695579629254221260745352,12078.0,Time_To_Live <= 72.19,UDP <= 1.0,1040372781549012606548812053849029482609610337871,253073028212269479547431695579629254221260745352
1439385643897364330281901333148065384887505356139-300055835468973060813722108799277211115350246183,12375.0,Tot size <= 956.8,ARP <= 0.1,1439385643897364330281901333148065384887505356139,300055835468973060813722108799277211115350246183
605895374886568556987868220590857892600523236732-674196853837619115087533412010134527129516958514,12375.0,Time_To_Live > 59.27,IAT > 0.0,605895374886568556987868220590857892600523236732,674196853837619115087533412010134527129516958514
674875779900185601645763417904528668138102711132-387940528080874977707499700504446456900649032785,12457.0,AVG <= 63.4,ack_flag_number <= 0.06,674875779900185601645763417904528668138102711132,387940528080874977707499700504446456900649032785
387940528080874977707499700504446456900649032785-609582868919628906943679261492406568140299245150,19373.0,ack_flag_number <= 0.06,Rate > 1147.0,387940528080874977707499700504446456900649032785,609582868919628906943679261492406568140299245150
387940528080874977707499700504446456900649032785-908330053850651092074876839164236996542219951709,25461.0,ack_flag_number <= 0.06,Number > 12.5,387940528080874977707499700504446456900649032785,908330053850651092074876839164236996542219951709
1196499593581690841409680359289011637174721238561-1349307035499388204217202247120362139938524449735,13004.0,AVG <= 63.44,Header_Length <= 20.9,1196499593581690841409680359289011637174721238561,1349307035499388204217202247120362139938524449735
1349307035499388204217202247120362139938524449735-387940528080874977707499700504446456900649032785,13004.0,Header_Length <= 20.9,ack_flag_number <= 0.06,1349307035499388204217202247120362139938524449735,387940528080874977707499700504446456900649032785
146383932459656317567181771630520457828204116692-703354571316526670705826685636552632944029910339,13317.0,Variance <= 0.02,Class DoS/DDoS,146383932459656317567181771630520457828204116692,703354571316526670705826685636552632944029910339
624235337273177539161176326505068371443306109387-402906162017670122506265404551317967736573309216,14561.0,ack_flag_number <= 0.1,Tot size <= 721.5,624235337273177539161176326505068371443306109387,402906162017670122506265404551317967736573309216
624235337273177539161176326505068371443306109387-13143449079645779264213200188640174150642751292,17342.0,ack_flag_number <= 0.1,Variance <= 11647.6,624235337273177539161176326505068371443306109387,13143449079645779264213200188640174150642751292
